일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV20545,>35,Undergraduate,Man,No,Dev,32,25,Germany,191959,7
DEV20546,<35,NoHigherEd,Man,No,Dev,10,2,United Kingdom of Great Britain and Northern Ireland,47743,9
DEV20547,>35,Master,Man,No,Dev,20,11,Germany,69318,16
DEV20548,<35,Undergraduate,Woman,No,Dev,19,3,India,2321,12
DEV20549,<35,Undergraduate,Man,No,Dev,0,0,India,3864,0
DEV20550,>35,Other,Man,No,Dev,35,15,United States of America,120000,4
DEV20551,<35,Undergraduate,Man,No,Dev,5,1,Germany,49056,16
DEV20552,<35,Master,Man,No,Dev,14,5,India,34,6
DEV20553,<35,Undergraduate,Man,Yes,NotDev,8,8,Germany,45857,11
DEV20554,<35,Undergraduate,Man,No,Dev,5,4,Germany,46068,25
DEV20555,<35,Other,Man,No,Dev,10,4,Germany,66119,19
DEV20556,<35,Undergraduate,Man,No,Dev,12,8,Germany,79983,26
DEV20557,<35,Undergraduate,Man,No,Dev,7,2,India,2193,4
DEV20558,<35,NoHigherEd,Man,No,Dev,16,12,Germany,70380,20
DEV20559,>35,Undergraduate,Man,No,Dev,27,21,United Kingdom of Great Britain and Northern Ireland,81666,7
DEV20560,<35,Undergraduate,Man,No,Dev,7,7,United States of America,200000,22
DEV20561,<35,Undergraduate,Man,No,Dev,6,1,India,10318,12
DEV20562,>35,Master,Man,No,Dev,12,12,Japan,94103,22
DEV20563,<35,Undergraduate,Man,No,Dev,15,10,India,38692,14
DEV20564,<35,Undergraduate,Man,No,Dev,8,3,Germany,79983,3
DEV20565,<35,Other,Man,No,Dev,3,3,India,32243,18
DEV20566,>35,NoHigherEd,Man,No,Dev,20,10,Germany,63984,30
DEV20567,<35,Undergraduate,Man,No,Dev,3,3,India,5159,17
DEV20568,<35,Undergraduate,Man,No,Dev,11,11,India,33533,12
DEV20569,<35,Master,Man,Yes,NotDev,8,1,Germany,52464,1
DEV20570,<35,Undergraduate,Man,Yes,Dev,5,3,Germany,11520,21
DEV20571,<35,Master,Man,No,Dev,18,6,United Kingdom of Great Britain and Northern Ireland,179664,5
DEV20572,<35,NoHigherEd,Man,No,Dev,9,2,United States of America,90000,14
DEV20573,<35,Undergraduate,Man,No,Dev,10,6,India,28116,8
DEV20574,>35,Undergraduate,Man,Yes,Dev,20,13,United Kingdom of Great Britain and Northern Ireland,81666,24
DEV20575,<35,Undergraduate,Man,No,Dev,6,2,India,18056,9
DEV20576,>35,Master,Man,No,Dev,13,13,Canada,144456,13
DEV20577,<35,Undergraduate,Man,Yes,Dev,7,5,United States of America,66000,13
DEV20578,<35,Master,Woman,No,Dev,8,6,Germany,63986,20
DEV20579,<35,Master,Man,No,Dev,14,10,India,16122,21
DEV20580,<35,Undergraduate,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,55281,9
DEV20581,<35,Undergraduate,Man,Yes,Dev,4,2,Canada,46070,10
DEV20582,<35,Master,Man,No,Dev,6,4,India,15477,12
DEV20583,<35,Undergraduate,Man,Yes,Dev,9,3,Canada,48803,24
DEV20584,<35,Undergraduate,Man,No,Dev,4,1,India,20636,20
DEV20585,<35,Undergraduate,Man,No,Dev,7,3,Germany,28152,4
DEV20586,<35,Master,Man,Yes,Dev,17,9,Canada,76913,9
DEV20587,<35,Undergraduate,Man,Yes,Dev,9,2,South Korea,85893,17
DEV20588,>35,Undergraduate,Man,Yes,Dev,40,30,United States of America,155000,20
DEV20589,<35,Undergraduate,Man,No,Dev,20,10,United States of America,175000,18
DEV20590,<35,Undergraduate,Man,No,Dev,11,11,Germany,117308,15
DEV20591,>35,PhD,Man,No,Dev,16,10,United States of America,180000,15
DEV20592,<35,NoHigherEd,Man,No,Dev,5,2,Germany,11772,8
DEV20593,>35,Undergraduate,Man,No,Dev,45,30,United States of America,213000,21
DEV20594,>35,Undergraduate,Woman,Yes,Dev,10,10,United States of America,86000,7
DEV20595,<35,Undergraduate,Man,No,Dev,9,3,India,13220,9
DEV20596,<35,Master,Man,No,NotDev,15,4,Germany,63986,1
DEV20597,<35,Undergraduate,Man,Yes,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,45230,11
DEV20598,>35,Master,Man,No,Dev,12,8,Germany,72518,14
DEV20599,>35,Undergraduate,Man,No,Dev,22,12,United Kingdom of Great Britain and Northern Ireland,162389,6
DEV20600,<35,Undergraduate,Man,Yes,Dev,3,3,India,5804,10
DEV20601,<35,Master,Man,Yes,Dev,8,3,Germany,52416,2
DEV20602,>35,Master,Man,Yes,Dev,17,11,United States of America,215000,31
DEV20603,>35,Other,Man,Yes,Dev,21,15,United States of America,220000,17
DEV20604,<35,Master,Man,No,Dev,7,2,Germany,63984,11
DEV20605,<35,Undergraduate,Man,No,Dev,5,3,India,96729,13
DEV20606,<35,Master,Man,No,Dev,17,10,United Kingdom of Great Britain and Northern Ireland,201023,17
DEV20607,<35,Undergraduate,Man,Yes,Dev,10,2,Canada,128839,14
DEV20608,<35,Undergraduate,NonBinary,Yes,Dev,15,6,Germany,74651,23
DEV20609,>35,Undergraduate,Man,Yes,Dev,26,22,United States of America,160000,38
DEV20610,<35,Undergraduate,Man,No,Dev,3,10,India,25794,14
DEV20611,<35,Other,Man,Yes,Dev,27,9,United States of America,220000,12
DEV20612,<35,Master,Man,No,Dev,8,5,South Korea,34036,13
DEV20613,<35,Undergraduate,Man,No,Dev,8,4,United Kingdom of Great Britain and Northern Ireland,48371,12
DEV20614,<35,Undergraduate,Man,Yes,NotDev,6,2,United States of America,65000,6
DEV20615,<35,Undergraduate,Man,Yes,Dev,14,12,United States of America,206500,15
DEV20616,<35,Other,Man,Yes,Dev,14,10,Germany,85320,25
DEV20617,>35,Master,Man,No,Dev,46,40,United States of America,160000,9
DEV20618,<35,Undergraduate,Man,No,Dev,12,4,India,11607,16
DEV20619,>35,Undergraduate,Man,No,Dev,28,24,United States of America,109000,6
DEV20620,<35,Undergraduate,Man,No,Dev,16,15,United Kingdom of Great Britain and Northern Ireland,125639,30
DEV20621,>35,Undergraduate,Man,Yes,Dev,10,7,United States of America,114000,6
DEV20622,<35,Other,Man,Yes,Dev,15,5,Germany,38388,6
DEV20623,<35,Undergraduate,Man,No,Dev,10,6,India,25794,13
DEV20624,<35,Master,Man,Yes,NotDev,16,4,Germany,63986,7
DEV20625,>35,Undergraduate,Man,No,Dev,16,15,India,51589,20
DEV20626,<35,Undergraduate,Man,No,NotDev,17,10,United Kingdom of Great Britain and Northern Ireland,75384,8
DEV20627,<35,Master,Man,No,Dev,10,5,India,9756,15
DEV20628,>35,Master,NonBinary,Yes,Dev,37,22,United Kingdom of Great Britain and Northern Ireland,94230,19
DEV20629,>35,Undergraduate,Man,No,Dev,16,12,Germany,81049,9
DEV20630,<35,Other,Man,Yes,Dev,8,2,United States of America,48000,15
DEV20631,<35,Undergraduate,Man,Yes,Dev,16,10,United States of America,210000,12
DEV20632,>35,Undergraduate,Man,Yes,Dev,6,4,Japan,39210,9
DEV20633,>35,Master,Man,No,Dev,42,35,Germany,95979,4
DEV20634,>35,Undergraduate,Man,Yes,Dev,31,23,United States of America,125000,15
DEV20635,<35,Master,Man,No,Dev,7,4,India,18056,14
DEV20636,<35,Undergraduate,Man,Yes,Dev,15,10,India,52879,14
DEV20637,>35,Master,Man,No,Dev,17,10,Germany,58654,12
DEV20638,<35,Undergraduate,Man,No,Dev,10,10,United Kingdom of Great Britain and Northern Ireland,76012,11
DEV20639,<35,Undergraduate,Man,No,Dev,7,4,Germany,44364,8
DEV20640,>35,Undergraduate,Man,No,Dev,40,20,United States of America,34000,2
DEV20641,<35,Undergraduate,Man,Yes,Dev,13,9,United States of America,135000,14
DEV20642,>35,Undergraduate,Man,Yes,Dev,13,9,United States of America,135000,8
DEV20643,>35,Undergraduate,Man,No,Dev,33,20,Germany,217548,18
DEV20644,<35,Other,Man,No,Dev,6,4,United States of America,105000,15
DEV20645,<35,Undergraduate,Man,No,Dev,10,6,Germany,69318,24
DEV20646,<35,Other,Man,No,Dev,16,10,United States of America,160000,23
DEV20647,<35,Undergraduate,Man,No,Dev,3,2,India,6192,5
DEV20648,>35,Master,Man,No,Dev,14,10,United States of America,174000,15
DEV20649,<35,Undergraduate,Man,No,Dev,7,3,Germany,64632,13
DEV20650,>35,Other,Man,No,Dev,30,26,Germany,53748,10
DEV20651,<35,Master,Man,No,Dev,1,1,India,77388,10
DEV20652,>35,Other,Man,No,Dev,23,9,Germany,44796,13
DEV20653,>35,Undergraduate,Man,No,Dev,36,24,United States of America,130000,11
DEV20654,>35,Undergraduate,Man,Yes,Dev,26,23,United States of America,113000,15
DEV20655,>35,Undergraduate,Man,No,Dev,38,25,United Kingdom of Great Britain and Northern Ireland,100511,19
DEV20656,>35,Other,Man,No,Dev,27,27,United States of America,220000,32
DEV20657,>35,PhD,Man,No,Dev,22,17,United Kingdom of Great Britain and Northern Ireland,76640,13
DEV20658,>35,Undergraduate,NonBinary,Yes,Dev,21,13,United Kingdom of Great Britain and Northern Ireland,129409,15
DEV20659,<35,Undergraduate,Man,No,Dev,8,2,Germany,124773,15
DEV20660,>35,Master,Man,No,Dev,36,31,Germany,159966,15
DEV20661,>35,Undergraduate,Man,Yes,Dev,28,25,United States of America,110000,13
DEV20662,>35,Undergraduate,Man,No,Dev,18,16,United States of America,210000,19
DEV20663,>35,Undergraduate,Man,No,Dev,29,25,United Kingdom of Great Britain and Northern Ireland,81666,6
DEV20664,<35,Master,Woman,Yes,Dev,13,9,United States of America,139000,17
DEV20665,>35,Other,Woman,No,Dev,24,18,United States of America,90000,6
DEV20666,>35,Undergraduate,Man,No,Dev,23,8,United States of America,183000,5
DEV20667,>35,Master,Man,Yes,Dev,29,22,Japan,127968,7
DEV20668,<35,Master,Man,No,Dev,15,10,India,21672,12
DEV20669,<35,Undergraduate,Man,No,Dev,13,9,United States of America,90000,14
DEV20670,<35,Undergraduate,Man,Yes,NotDev,5,5,United States of America,68000,17
DEV20671,<35,Master,Man,No,Dev,13,11,India,51589,16
DEV20672,<35,Master,Man,No,NotDev,10,6,Germany,51192,9
DEV20673,>35,Undergraduate,Man,No,NotDev,8,8,United States of America,97000,5
DEV20674,<35,Master,Man,Yes,Dev,14,0,Germany,56521,21
DEV20675,<35,Undergraduate,Man,No,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,50256,16
DEV20676,>35,PhD,Man,No,Dev,44,32,United Kingdom of Great Britain and Northern Ireland,50256,9
DEV20677,<35,Master,Man,No,NotDev,12,6,Germany,83184,6
DEV20678,<35,Undergraduate,Man,No,Dev,5,1,India,2321,15
DEV20679,<35,Undergraduate,Man,No,Dev,8,2,Germany,25596,25
DEV20680,<35,Undergraduate,Man,No,Dev,10,4,United Kingdom of Great Britain and Northern Ireland,92973,14
DEV20681,>35,Undergraduate,Woman,No,Dev,35,35,United States of America,115000,11
DEV20682,<35,Other,Man,No,Dev,6,7,United States of America,100000,10
DEV20683,>35,Master,Man,No,Dev,25,21,United Kingdom of Great Britain and Northern Ireland,125639,14
DEV20684,<35,Master,Man,No,Dev,16,6,Germany,87448,13
DEV20685,>35,Undergraduate,Man,No,Dev,23,20,United States of America,117000,9
DEV20686,>35,Undergraduate,Man,No,Dev,30,22,South Korea,63324,28
DEV20687,>35,Master,Man,Yes,Dev,40,32,United Kingdom of Great Britain and Northern Ireland,163331,9
DEV20688,<35,Master,Man,No,Dev,9,3,United States of America,94000,3
DEV20689,<35,Undergraduate,Man,Yes,Dev,15,10,Canada,93701,24
DEV20690,<35,Undergraduate,Man,No,Dev,14,11,United Kingdom of Great Britain and Northern Ireland,150767,17
DEV20691,<35,Undergraduate,Man,No,Dev,10,7,United States of America,77000,8
DEV20692,<35,Master,NonBinary,Yes,Dev,17,8,Germany,85315,9
DEV20693,>35,Undergraduate,Man,No,Dev,40,30,United Kingdom of Great Britain and Northern Ireland,125639,27
DEV20694,<35,Undergraduate,Man,No,Dev,4,0,India,54168,26
DEV20695,>35,PhD,Man,No,Dev,25,12,United States of America,200000,8
DEV20696,<35,Undergraduate,Man,No,Dev,10,7,United States of America,135000,16
DEV20697,<35,Undergraduate,Man,No,Dev,13,0,Japan,38739,10
DEV20698,>35,Undergraduate,NonBinary,No,NotDev,14,14,United States of America,140000,12
DEV20699,>35,Master,Man,No,Dev,18,15,United States of America,154000,13
DEV20700,>35,Master,Man,No,Dev,25,15,Germany,90647,14
DEV20701,<35,Undergraduate,Man,No,Dev,10,3,India,16766,12
DEV20702,>35,Undergraduate,Man,No,Dev,9,7,United States of America,110000,10
DEV20703,<35,Undergraduate,Woman,No,Dev,7,1,India,11604,21
DEV20704,<35,Undergraduate,Man,No,Dev,13,10,India,49009,14
DEV20705,>35,Undergraduate,Man,No,Dev,10,9,United States of America,200000,18
DEV20706,<35,Undergraduate,Man,No,Dev,12,8,India,193458,17
DEV20707,>35,Undergraduate,Man,No,NotDev,18,10,United States of America,200000,3
DEV20708,<35,Master,Man,No,Dev,11,7,India,23215,38
DEV20709,<35,Undergraduate,Man,No,Dev,8,2,United States of America,120000,9
DEV20710,<35,Undergraduate,Man,Yes,Dev,10,8,United Kingdom of Great Britain and Northern Ireland,77896,8
DEV20711,>35,Other,Man,No,NotDev,23,20,Canada,54659,16
DEV20712,<35,Master,Man,No,Dev,6,6,United Kingdom of Great Britain and Northern Ireland,100511,14
DEV20713,>35,Other,Man,No,Dev,27,27,United States of America,101291,10
DEV20714,>35,PhD,Man,Yes,Dev,15,7,United States of America,105000,8
DEV20715,<35,Undergraduate,Man,Yes,Dev,10,2,United Kingdom of Great Britain and Northern Ireland,26384,18
DEV20716,>35,Master,Man,No,Dev,20,15,Germany,67186,9
DEV20717,<35,Undergraduate,Woman,No,Dev,6,3,India,8208,9
DEV20718,<35,Master,Man,No,Dev,8,7,United Kingdom of Great Britain and Northern Ireland,125639,14
DEV20719,<35,Other,Man,Yes,Dev,16,9,United States of America,125000,12
DEV20720,<35,Undergraduate,Man,No,Dev,13,10,United States of America,168000,11
DEV20721,>35,Master,Man,No,Dev,40,35,United Kingdom of Great Britain and Northern Ireland,175895,7
DEV20722,<35,Master,Man,Yes,Dev,4,4,United Kingdom of Great Britain and Northern Ireland,37692,2
DEV20723,<35,Undergraduate,Man,Yes,Dev,3,3,United Kingdom of Great Britain and Northern Ireland,28269,23
DEV20724,<35,Undergraduate,Man,No,Dev,16,7,Canada,70276,34
DEV20725,>35,Undergraduate,Man,No,Dev,4,3,United States of America,78000,23
DEV20726,<35,Master,Man,No,Dev,11,8,India,28903,12
DEV20727,<35,Undergraduate,Man,No,Dev,14,7,Germany,86381,21
DEV20728,>35,Undergraduate,Man,No,Dev,21,19,United States of America,145000,19
DEV20729,>35,Other,Man,No,Dev,10,4,Germany,56304,19
DEV20730,<35,Master,Man,No,Dev,14,10,United States of America,108000,5
DEV20731,<35,Other,Man,Yes,Dev,16,5,Germany,15360,20
DEV20732,>35,Master,Woman,No,Dev,37,35,United Kingdom of Great Britain and Northern Ireland,40205,10
DEV20733,<35,NoHigherEd,Man,No,Dev,6,3,United States of America,65000,12
DEV20734,>35,Undergraduate,Man,No,Dev,24,18,United States of America,150000,14
DEV20735,<35,Undergraduate,Man,No,Dev,5,2,India,7955,15
DEV20736,<35,Undergraduate,Man,No,Dev,16,11,United States of America,210000,15
DEV20737,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,130000,14
DEV20738,<35,Undergraduate,Man,No,Dev,6,4,United States of America,95000,9
DEV20739,>35,Undergraduate,Man,No,Dev,20,13,United States of America,120000,21
DEV20740,<35,NoHigherEd,Man,No,Dev,7,5,Canada,20616,12
DEV20741,<35,Undergraduate,NonBinary,No,Dev,11,1,United States of America,138000,14
DEV20742,<35,Undergraduate,Man,Yes,Dev,18,11,United States of America,125000,15
DEV20743,<35,Other,Man,No,Dev,10,7,United States of America,115000,19
DEV20744,<35,Undergraduate,Woman,No,Dev,11,4,United States of America,76000,18
DEV20745,>35,Master,Man,No,Dev,40,20,Canada,70276,14
DEV20746,<35,PhD,Man,No,Dev,15,10,United States of America,100000,8
DEV20747,<35,NoHigherEd,Man,Yes,Dev,15,11,Canada,128839,18
DEV20748,>35,Master,Man,Yes,Dev,22,19,United Kingdom of Great Britain and Northern Ireland,91089,14
DEV20749,<35,Undergraduate,Man,Yes,Dev,26,9,Germany,69318,10
DEV20750,<35,Other,Man,No,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,160818,14
DEV20751,<35,Undergraduate,Man,No,Dev,8,8,Germany,77850,25
DEV20752,<35,NoHigherEd,Man,No,Dev,4,0,Germany,31886,12
DEV20753,<35,Undergraduate,Man,No,Dev,7,4,United States of America,55000,14
DEV20754,<35,Undergraduate,Man,No,Dev,16,12,United States of America,180000,6
DEV20755,<35,Undergraduate,Man,No,Dev,10,5,Canada,114237,12
DEV20756,>35,Master,Man,No,Dev,24,19,United States of America,204000,4
DEV20757,<35,Master,Man,Yes,Dev,14,8,Germany,66540,13
DEV20758,<35,Undergraduate,Woman,No,Dev,5,0,United States of America,84500,1
DEV20759,<35,Undergraduate,Man,Yes,Dev,11,8,United States of America,107000,8
DEV20760,<35,Undergraduate,Man,No,Dev,5,2,United States of America,120000,22
DEV20761,>35,Undergraduate,Man,Yes,Dev,25,21,United States of America,130000,8
DEV20762,>35,Master,Man,No,Dev,33,25,Germany,63986,25
DEV20763,<35,Undergraduate,Man,No,Dev,8,3,United States of America,36000,4
DEV20764,<35,Undergraduate,Man,No,Dev,5,3,Canada,31234,9
DEV20765,<35,Undergraduate,Man,No,Dev,17,7,United States of America,70000,10
DEV20766,<35,Master,Man,No,Dev,12,7,United States of America,175000,14
DEV20767,>35,Undergraduate,Man,No,Dev,21,20,Canada,97605,16
DEV20768,>35,Undergraduate,Man,No,Dev,11,9,United States of America,110000,9
DEV20769,<35,Other,Man,No,Dev,5,1,United Kingdom of Great Britain and Northern Ireland,22615,19
DEV20770,>35,Undergraduate,Man,Yes,Dev,25,13,Canada,67933,5
DEV20771,>35,Master,Man,No,Dev,25,17,Germany,95979,18
DEV20772,<35,Undergraduate,Man,Yes,Dev,11,10,United States of America,165000,7
DEV20773,<35,Other,Man,Yes,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,31410,41
DEV20774,>35,Master,Man,Yes,Dev,12,8,Germany,69318,17
DEV20775,<35,Master,Man,No,Dev,4,3,Germany,58654,6
DEV20776,>35,Undergraduate,Man,Yes,Dev,30,20,United States of America,70000,16
DEV20777,>35,Other,Man,No,Dev,30,22,United States of America,120000,10
DEV20778,<35,Master,NonBinary,Yes,Dev,7,2,Canada,35138,4
DEV20779,<35,Other,Man,No,Dev,3,0,United Kingdom of Great Britain and Northern Ireland,38948,7
DEV20780,<35,Master,Man,No,Dev,10,5,India,6936,18
DEV20781,<35,Undergraduate,Man,No,Dev,8,3,Canada,93701,9
DEV20782,>35,PhD,Man,No,NotDev,30,20,Germany,133305,1
DEV20783,<35,Undergraduate,Man,No,Dev,13,6,United States of America,196000,16
DEV20784,<35,Undergraduate,Man,No,Dev,14,10,India,38692,15
DEV20785,<35,Undergraduate,Man,No,Dev,7,2,Canada,70276,14
DEV20786,<35,Undergraduate,Man,Yes,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,628,12
DEV20787,<35,Other,Man,Yes,Dev,4,2,Canada,62467,28
DEV20788,>35,Master,Man,No,Dev,30,22,Germany,121574,18
DEV20789,<35,Undergraduate,Woman,No,Dev,5,3,United States of America,90000,9
DEV20790,<35,Undergraduate,Man,Yes,Dev,16,7,Germany,63984,23
DEV20791,<35,Master,Man,No,Dev,14,11,Germany,79983,14
DEV20792,<35,Undergraduate,Man,Yes,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,87948,17
DEV20793,<35,Undergraduate,Man,Yes,Dev,5,4,Japan,50972,12
DEV20794,>35,Undergraduate,Man,No,Dev,12,8,Japan,62735,24
DEV20795,<35,Undergraduate,Man,Yes,Dev,8,8,India,46430,8
DEV20796,<35,Undergraduate,NonBinary,Yes,Dev,9,3,United Kingdom of Great Britain and Northern Ireland,40205,11
DEV20797,>35,Master,Man,No,Dev,25,22,Germany,70380,7
DEV20798,<35,Master,Man,Yes,Dev,7,2,India,3564,7
DEV20799,<35,Other,Woman,Yes,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,37692,19
DEV20800,>35,Undergraduate,Man,Yes,Dev,19,14,United States of America,145000,12
DEV20801,<35,Undergraduate,Man,No,Dev,3,2,United Kingdom of Great Britain and Northern Ireland,70232,12
DEV20802,>35,Undergraduate,Man,Yes,Dev,9,5,United States of America,80000,9
DEV20803,<35,Master,Man,No,Dev,6,6,United States of America,150000,17
DEV20804,>35,Undergraduate,Man,No,Dev,22,21,United States of America,112500,10
DEV20805,<35,Undergraduate,NonBinary,Yes,Dev,12,5,United Kingdom of Great Britain and Northern Ireland,38320,10
DEV20806,>35,Undergraduate,Man,Yes,Dev,46,42,Canada,120000,13
DEV20807,>35,Undergraduate,Man,Yes,Dev,24,20,Canada,93701,9
DEV20808,<35,Undergraduate,Man,Yes,Dev,13,6,United States of America,130000,11
DEV20809,<35,Undergraduate,Man,No,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,131921,14
DEV20810,>35,PhD,Man,No,Dev,34,22,United Kingdom of Great Britain and Northern Ireland,125639,10
DEV20811,>35,Undergraduate,Man,Yes,Dev,19,17,United States of America,170000,14
DEV20812,<35,Other,Man,No,Dev,9,8,United States of America,125000,5
DEV20813,<35,Undergraduate,Man,Yes,Dev,7,7,Canada,156168,19
DEV20814,>35,Master,Man,No,Dev,18,15,Canada,181155,17
DEV20815,<35,Other,Man,No,Dev,8,3,United States of America,108000,16
DEV20816,<35,Master,Man,Yes,Dev,2,0,United States of America,78000,8
DEV20817,<35,Undergraduate,Man,No,Dev,18,9,United States of America,107000,12
DEV20818,<35,Undergraduate,Man,No,Dev,7,6,United States of America,200000,7
DEV20819,>35,Master,Woman,No,Dev,15,5,United States of America,127000,8
DEV20820,<35,Undergraduate,Man,No,Dev,5,2,India,4644,2
DEV20821,>35,Undergraduate,Man,No,Dev,10,6,Germany,76783,8
DEV20822,<35,Master,Man,No,Dev,10,3,Germany,92780,16
DEV20823,<35,Master,Man,No,Dev,6,4,United States of America,220000,15
DEV20824,>35,Undergraduate,Man,No,Dev,34,30,United States of America,175000,21
DEV20825,<35,Undergraduate,Man,Yes,Dev,11,8,United States of America,105000,16
DEV20826,<35,Undergraduate,Man,No,Dev,6,2,United States of America,105000,11
DEV20827,>35,Undergraduate,Man,No,Dev,39,35,United States of America,175000,34
DEV20828,>35,Undergraduate,NonBinary,Yes,Dev,22,12,United States of America,73000,11
DEV20829,<35,Undergraduate,Man,No,Dev,12,5,India,32243,22
DEV20830,<35,PhD,Man,Yes,NotDev,13,7,United States of America,135000,8
DEV20831,<35,Undergraduate,Man,No,Dev,7,5,United States of America,200000,10
DEV20832,>35,Undergraduate,Man,Yes,Dev,40,22,United States of America,175000,9
DEV20833,<35,Undergraduate,Man,No,Dev,12,5,Germany,67186,16
DEV20834,>35,Undergraduate,Man,No,Dev,27,27,United States of America,150000,13
DEV20835,<35,Master,NonBinary,No,Dev,10,5,Japan,37644,10
DEV20836,<35,Undergraduate,Man,No,Dev,13,7,United States of America,180000,5
DEV20837,<35,Undergraduate,Man,No,Dev,8,3,India,4514,12
DEV20838,>35,Undergraduate,Man,Yes,Dev,4,2,United States of America,93000,19
DEV20839,>35,Undergraduate,Man,No,Dev,43,36,United States of America,220000,16
DEV20840,<35,NoHigherEd,Man,No,Dev,15,7,Germany,74651,16
DEV20841,<35,Undergraduate,NonBinary,Yes,NotDev,7,7,Germany,45324,10
DEV20842,<35,Master,Man,Yes,Dev,10,4,Germany,60792,18
DEV20843,<35,Undergraduate,Man,Yes,Dev,15,7,United States of America,150500,16
DEV20844,<35,Undergraduate,Man,No,Dev,15,8,United States of America,52000,18
DEV20845,<35,Undergraduate,Man,No,Dev,12,8,Japan,62735,13
